City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,flin flon,54.7682,-101.865,-5.26,97,100,2.55,CA,1741487283
298,tura,25.5198,90.2201,23.24,28,0,0.76,IN,1741487285
299,vuktyl,63.8567,57.3094,-19.87,97,90,1.51,RU,1741487286
300,sibolga,1.7427,98.7792,26.13,82,86,0.56,ID,1741487287
301,gorontalo,0.5412,123.0595,28.43,78,100,0.76,ID,1741487287
302,natal,-5.795,-35.2094,25.12,94,75,3.09,BR,1741487228
303,tsiombe,-25.3,45.4833,23.73,90,1,2.79,MG,1741487290
304,mossel bay,-34.1831,22.146,20.58,92,79,4.3,ZA,1741487059
305,pandan,14.0453,124.1694,26.9,88,89,6.84,PH,1741487292
306,naze,28.3667,129.4833,18.51,80,99,7.58,JP,1741487293
307,idri,27.5,13.2667,16.8,33,0,3.18,LY,1741487294
308,masterton,-40.9597,175.6575,18.83,52,80,5.68,NZ,1741487296
309,tual,-5.6667,132.75,28.69,69,86,1.28,ID,1741487297
310,geraldton,-28.7667,114.6,23.23,49,0,8.23,AU,1741487298
311,mildura,-34.2,142.15,33.37,41,97,9.12,AU,1741487299
312,paracale,14.2804,122.7881,26.67,87,100,4.96,PH,1741487300
313,san ignacio,17.1561,-89.0714,28.08,78,0,3.09,BZ,1741487301
314,ebon,4.582,168.6964,27.65,77,82,8.43,MH,1741487302
315,giddings,30.1827,-96.9364,11.92,71,100,11.32,US,1741487303
316,sechura,-5.5569,-80.8222,26.74,66,100,6.36,PE,1741487304
317,carnarvon,-24.8667,113.6333,25.42,57,0,7.97,AU,1741487306
318,caleta de carquin,-11.0925,-77.6267,23.35,81,97,3.99,PE,1741487307
319,juan griego,11.0817,-63.9655,23.12,92,6,3.59,VE,1741487308
320,nova vicosa,-17.8919,-39.3719,24.86,78,0,2.81,BR,1741487309
321,arraial do cabo,-22.9661,-42.0278,25.36,82,0,5.84,BR,1741487295
322,hammerfest,70.6634,23.6821,-0.75,93,75,3.09,NO,1741487311
323,merizo village,13.2658,144.6691,30.55,80,68,6.87,GU,1741487312
324,akjoujt,19.6969,-14.4164,19.51,28,0,5.65,MR,1741487313
325,keflavik,64.0049,-22.5624,-0.76,86,0,3.09,IS,1741487314
326,kencong,-8.2833,113.3667,27.99,73,100,1.2,ID,1741487316
327,weifang,36.71,119.1019,11.88,51,100,4.36,CN,1741487317
328,queenstown,-31.8976,26.8753,20.51,70,8,1.26,ZA,1741487318
329,colonia menno,-22.3667,-59.8167,29.53,44,99,3.18,PY,1741487092
330,katsuura,35.1333,140.3,8.93,65,54,7.63,JP,1741487320
331,kerikeri,-35.2268,173.9474,23.08,43,89,2.66,NZ,1741487321
332,lincoln city,44.9582,-124.0179,11.49,83,100,2.24,US,1741487322
333,egilsstadir,65.2653,-14.3948,-2.05,86,75,0.51,IS,1741487323
334,korla,41.7597,86.1469,5.86,27,7,0.56,CN,1741487324
335,vrangel',42.7297,133.0839,2.58,67,3,3.31,RU,1741487326
336,pontes e lacerda,-15.2261,-59.3353,22.17,97,100,1.28,BR,1741487327
337,kayangel,8.0823,134.7173,28.16,80,62,9.08,PW,1741487328
338,roma,43.2128,-75.4557,-0.92,69,100,5.66,US,1741487329
339,ulety,51.3572,112.4849,-7.6,79,100,2.11,RU,1741487330
340,sitka,57.0531,-135.33,3.57,93,96,2.21,US,1741487331
341,nizhneangarsk,55.7833,109.55,-5.67,77,100,3.36,RU,1741487333
342,chibougamau,49.9168,-74.3659,-15.21,72,0,6.17,CA,1741487334
343,sandnessjoen,66.0217,12.6316,1.32,70,100,4.12,NO,1741487335
344,maxixe,-23.8597,35.3472,24.99,90,51,2.54,MZ,1741487336
345,namdrik,5.5994,168.1028,27.68,77,24,8.84,MH,1741487337
346,kawerau,-38.1,176.7,23.94,51,89,0.89,NZ,1741487338
347,mitu,1.1983,-70.1733,22.02,97,88,0.85,CO,1741487340
348,affery,6.315,-3.9603,24.38,97,100,1.86,CI,1741487341
349,polykastro,40.9936,22.5658,9.69,59,3,0.82,GR,1741487342
350,klyuchi,52.2667,79.1667,-4.18,97,100,4.55,RU,1741487346
351,hohhot,40.8106,111.6522,7.16,42,54,1.0,CN,1741487347
352,fortaleza,-3.7227,-38.5247,27.9,83,75,6.69,BR,1741487125
353,awjilah,29.1081,21.2869,15.53,57,0,4.0,LY,1741487349
354,la'ie,21.6477,-157.9253,24.97,71,51,4.02,US,1741487350
355,gannan,47.9147,123.5031,-0.89,75,8,5.41,CN,1741487351
356,al ghayzah,16.2079,52.176,22.66,81,45,2.79,YE,1741487352
357,nabire,-3.3667,135.4833,28.87,71,92,1.73,ID,1741487354
358,lebork,54.5392,17.7501,7.41,65,9,2.21,PL,1741487355
359,bairnsdale,-37.8333,147.6167,32.81,37,0,0.45,AU,1741487356
360,copala,16.65,-98.9833,25.02,74,10,2.7,MX,1741487359
361,necochea,-38.5473,-58.7368,15.79,63,100,6.82,AR,1741487128
362,lockwood,45.8191,-108.4149,9.05,46,40,9.77,US,1741487361
363,kununurra,-15.7667,128.7333,34.99,43,69,4.12,AU,1741487265
364,port lincoln,-34.7333,135.8667,28.05,48,2,3.36,AU,1741487363
365,saipan,15.1355,145.701,31.39,77,20,5.66,MP,1741487066
366,shalkar,47.8288,59.6258,-2.24,89,87,4.36,KZ,1741487365
367,sinhyeon,34.8825,128.6267,8.76,48,7,2.96,KR,1741487366
368,henderson,36.0397,-114.9819,17.69,21,0,3.09,US,1741487146
369,malagon,39.2139,-4.0005,2.05,96,100,1.8,ES,1741487368
370,truth or consequences,33.1284,-107.2528,8.13,46,40,2.57,US,1741487370
371,lospalos,-8.5186,127.0025,29.52,59,100,1.03,TL,1741487371
372,howard springs,-12.497,131.047,30.95,64,81,0.66,AU,1741487372
373,luanda,-8.8368,13.2343,24.77,82,100,4.75,AO,1741487374
374,zakynthos,37.7914,20.8953,13.74,75,27,0.53,GR,1741487375
375,margate,51.3813,1.3862,9.27,79,83,5.28,GB,1741487241
376,deridder,30.8463,-93.289,17.98,63,100,5.14,US,1741487238
377,villa union,23.2,-106.2333,20.98,49,0,5.14,MX,1741487378
378,taltal,-25.4,-70.4833,19.72,81,55,0.53,CL,1741486821
379,hanceville,34.0607,-86.7675,13.98,61,100,3.21,US,1741487381
380,kalmunai,7.4167,81.8167,23.51,76,10,2.35,LK,1741487382
381,balykchy,42.4557,76.1861,0.01,58,79,0.56,KG,1741487383
382,piton saint-leu,-21.2196,55.3151,25.33,76,3,1.93,RE,1741487384
383,pizarro,4.9533,-77.366,26.2,87,99,1.34,CO,1741487385
384,xilin hot,43.9667,116.0333,5.98,34,10,9.33,CN,1741487386
385,atasu,48.6814,71.6433,-7.52,96,94,4.3,KZ,1741487387
386,ribeira grande,38.5167,-28.7,13.21,80,100,0.89,PT,1741487388
387,port blair,11.6667,92.75,29.02,79,75,2.57,IN,1741487389
388,grootfontein,-19.5667,18.1167,17.76,94,78,2.06,NA,1741487391
389,zhezqazghan,47.7833,67.7667,-4.68,80,75,6.0,KZ,1741487392
390,kurumkan,54.3,110.3,-4.98,81,100,2.31,RU,1741487393
391,mancio lima,-7.6142,-72.8958,22.99,98,100,0.16,BR,1741487394
392,burang,30.25,81.1667,-14.58,76,24,0.89,CN,1741487395
393,sosnovo-ozerskoye,52.5249,111.5418,-7.73,86,100,6.3,RU,1741487396
394,sittwe,20.15,92.9,22.08,55,0,2.61,MM,1741487398
395,coronel dorrego,-38.7187,-61.2873,15.35,61,93,3.16,AR,1741487399
396,ojinaga,29.5667,-104.4167,15.53,18,0,4.63,MX,1741487400
397,namibe,-15.1961,12.1522,25.26,77,100,0.69,AO,1741487402
398,dalandzadgad,43.5708,104.425,4.09,23,0,14.51,MN,1741487403
399,harstad,68.799,16.5293,0.09,69,99,2.24,NO,1741487404
400,kuusamo,65.9667,29.1833,-2.98,93,100,5.66,FI,1741487406
401,ancud,-41.8697,-73.8203,8.18,80,3,2.51,CL,1741487407
402,harur,12.0667,78.5,25.64,49,39,0.51,IN,1741487408
403,puerto deseado,-47.7503,-65.8938,10.72,62,8,2.25,AR,1741487409
404,nuriootpa,-34.4833,139.0,35.5,17,0,5.63,AU,1741487410
405,chilca,-12.5211,-76.7372,21.74,86,100,2.38,PE,1741487411
406,den chai,17.9837,100.0522,25.59,46,19,1.09,TH,1741487412
407,chillicothe,39.3331,-82.9824,2.36,63,73,1.56,US,1741487413
408,marka,1.7159,44.7717,26.11,89,78,5.46,SO,1741487415
409,maridi,4.9158,29.4742,20.33,74,100,1.72,SS,1741487416
410,mian channun,30.44,72.3543,16.5,26,1,2.42,PK,1741487163
411,dondo,-19.6094,34.7431,27.73,87,97,2.16,MZ,1741487418
412,nouadhibou,20.931,-17.0347,16.99,94,75,6.69,MR,1741487419
413,punta arenas,-53.15,-70.9167,7.06,76,0,3.09,CL,1741487224
414,mil'kovo,55.6078,37.7956,5.35,58,56,3.6,RU,1741487421
415,kenai,60.5544,-151.2583,4.05,53,0,5.14,US,1741487422
416,belmonte,-15.8631,-38.8828,24.21,86,17,2.08,BR,1741487423
417,timimoun,29.2639,0.231,15.21,36,0,4.63,DZ,1741487425
418,katsuren-haebaru,26.3369,127.8719,21.21,68,40,3.09,JP,1741487426
419,biloela,-24.4167,150.5,36.87,32,2,5.68,AU,1741487427
420,betio village,1.358,172.9211,30.02,81,69,7.0,KI,1741487428
421,byron bay,-28.65,153.6167,22.67,95,100,7.35,AU,1741487429
422,tangalle,6.024,80.7911,25.92,73,0,2.84,LK,1741487430
423,hawera,-39.5917,174.2833,18.47,58,0,6.41,NZ,1741487431
424,fort st. john,56.2499,-120.8529,3.94,48,75,2.57,CA,1741487167
425,argostolion,38.1811,20.489,11.55,73,9,1.21,GR,1741487435
426,kangding,30.0513,101.9603,8.18,75,100,1.69,CN,1741487436
427,tuy hoa,13.0833,109.3,23.29,87,100,4.91,VN,1741487437
428,aleppo,36.25,37.5,11.82,69,100,1.8,SY,1741487438
429,zeya,53.75,127.2667,-8.16,84,100,2.97,RU,1741487439
430,charters towers,-20.1,146.2667,34.24,38,3,2.8,AU,1741487440
431,al jubayl,27.0112,49.6583,18.27,82,22,1.93,SA,1741487303
432,vygonichi,53.0985,34.0673,3.28,83,33,2.13,RU,1741487442
433,aberglasslyn,-32.7,151.5333,25.38,64,100,3.36,AU,1741487443
434,newman,37.3138,-121.0208,16.14,53,0,2.03,US,1741487195
435,hailey,43.5196,-114.3153,0.92,64,0,2.57,US,1741487446
436,songwa,-3.5167,33.5167,18.8,92,88,0.95,TZ,1741487447
437,hamilton,39.1834,-84.5333,4.47,61,0,1.79,US,1741487260
438,le port,-20.9373,55.2919,25.98,77,22,2.01,RE,1741487449
439,palmer,42.1584,-72.3287,-0.58,50,53,1.34,US,1741487450
440,danielskuil,-28.1887,23.5395,21.01,66,85,2.76,ZA,1741487451
441,buon ma thuot,12.6667,108.05,24.19,65,91,4.95,VN,1741487452
442,kidal,18.4411,1.4078,27.77,21,96,4.8,ML,1741487453
443,gadzhiyevo,69.2551,33.3362,-1.94,80,100,3.28,RU,1741487454
444,roswell,34.0232,-84.3616,14.93,52,0,2.57,US,1741487376
445,laguna,38.421,-121.4238,16.08,56,0,2.06,US,1741487457
446,tamanrasset,22.785,5.5228,12.95,33,0,2.06,DZ,1741487458
447,pudasjarvi,65.3833,26.9167,-4.96,90,100,4.64,FI,1741487342
448,san pedro,14.35,121.0167,28.57,79,75,2.57,PH,1741487460
449,chonchi,-42.6128,-73.8092,7.29,90,41,0.85,CL,1741487461
450,mogocha,53.7333,119.7667,-6.09,79,100,2.0,RU,1741487462
451,praya,14.9215,-23.5087,20.3,68,40,4.63,CV,1741487463
452,columbia,34.0007,-81.0348,17.8,32,0,2.06,US,1741487199
453,ambon,-3.6954,128.1814,31.24,100,40,1.54,ID,1741487284
454,benghazi,32.1167,20.0667,16.41,81,0,1.95,LY,1741487468
455,ugoofaaru,5.6667,73.0,27.33,80,17,2.8,MV,1741487470
456,illela,13.7292,5.2975,26.64,18,100,4.28,NG,1741487471
457,loiza,18.4313,-65.8802,24.95,82,11,1.92,PR,1741487472
458,guerrero negro,27.9769,-114.0611,13.97,70,0,4.83,MX,1741487473
459,shenjiamen,29.9576,122.298,10.35,71,8,3.9,CN,1741487474
460,antsiranana,-12.2787,49.2917,24.37,92,100,2.5,MG,1741487475
461,caxias,38.7031,-9.2767,10.26,74,75,5.14,PT,1741487476
462,flying fish cove,-10.4217,105.6791,28.82,83,66,4.63,CX,1741487478
463,upata,8.0086,-62.3989,22.43,83,5,2.58,VE,1741487479
464,qarazhal,48.0078,70.7903,-4.66,96,97,4.36,KZ,1741487480
465,xichang,27.8964,102.2634,14.56,48,0,2.07,CN,1741487481
466,la sarre,48.8002,-79.1996,-8.83,96,100,2.26,CA,1741487482
467,lysekil,58.2743,11.4358,4.46,98,80,1.79,SE,1741487483
468,bokoro,12.3807,17.0568,24.79,19,31,4.33,TD,1741487485
469,alaghsas,17.0187,8.0168,25.54,17,92,3.72,NE,1741487486
470,zaghouan,36.4029,10.1429,11.49,91,51,3.39,TN,1741487488
471,nanyang,32.9947,112.5328,13.46,51,100,1.63,CN,1741487490
472,montecristo,8.2971,-74.4733,24.3,94,13,0.35,CO,1741487491
473,cockburn town,21.4612,-71.1419,23.72,67,0,3.43,TC,1741487492
474,fonte boa,-2.4959,-66.2662,22.1,98,99,1.26,BR,1741487494
475,cuyo,10.8525,121.0086,27.8,78,100,4.21,PH,1741487495
476,broome,42.2506,-75.833,-1.86,66,0,5.14,US,1741487496
477,crane,31.3974,-102.3501,8.81,52,78,9.22,US,1741487498
478,vurnary,55.4904,46.9648,-0.03,83,100,8.07,RU,1741487499
479,xining,36.6167,101.7667,3.57,27,20,1.37,CN,1741487500
480,nyurba,63.2842,118.3319,-27.55,95,100,1.47,RU,1741487501
481,magadan,59.5667,150.8,-22.02,63,3,1.62,RU,1741487502
482,santa rosa,14.3122,121.1114,28.99,80,100,7.65,PH,1741487373
483,merida,20.9667,-89.6167,30.01,54,0,0.0,MX,1741487403
484,shizilu,35.1711,118.8289,11.31,47,91,3.41,CN,1741487506
485,afaahiti,-17.75,-149.2833,26.55,80,65,6.56,PF,1741487507
486,danville,36.586,-79.395,7.65,39,0,2.06,US,1741486857
487,verkhnevilyuysk,63.4453,120.3167,-25.12,92,100,1.89,RU,1741487509
488,bakchar,57.0186,82.0711,-12.94,94,84,1.78,RU,1741487510
489,vega de alatorre,20.0333,-96.6333,26.0,68,0,4.04,MX,1741487511
490,acarau,-2.8856,-40.12,24.7,90,98,1.85,BR,1741487512
491,vilyuysk,63.7553,121.6247,-24.55,91,100,2.52,RU,1741487513
492,jindabyne,-36.4167,148.6333,28.66,22,7,3.75,AU,1741487515
493,tomohon,1.3346,124.8392,24.52,76,100,0.29,ID,1741487516
494,luchegorsk,46.4764,134.2569,-3.1,74,46,2.82,RU,1741487517
495,tanjungagung,-3.9333,103.8,23.99,97,100,0.73,ID,1741487518
496,touros,-5.1989,-35.4608,23.23,93,100,5.86,BR,1741487519
497,agropoli,40.3469,14.9966,10.95,74,11,2.41,IT,1741487520
498,alytus,54.4,24.05,5.1,74,12,1.53,LT,1741487522
499,bikenibeu village,1.3673,173.1241,29.98,74,40,5.14,KI,1741487523
500,salem,11.65,78.1667,25.31,67,100,0.91,IN,1741487524
501,patnos,39.2336,42.8634,-10.26,75,30,1.45,TR,1741487525
502,alto piquiri,-24.0281,-53.4406,27.87,37,100,0.9,BR,1741487526
503,port augusta,-32.5,137.7667,37.73,18,0,4.54,AU,1741487527
504,astravyets,54.6138,25.9554,4.29,71,82,0.89,BY,1741487528
505,fort abbas,29.1925,72.8536,22.51,23,2,5.19,PK,1741487529
506,norderney,53.7,7.15,7.2,62,9,4.83,DE,1741487530
507,selkirk,50.1436,-96.8845,-3.42,97,100,3.5,CA,1741487418
508,tionk essil,12.7856,-16.5217,21.6,46,6,5.27,SN,1741487533
509,muravlenko,63.7898,74.523,-24.14,100,97,4.44,RU,1741487534
510,ciudad lazaro cardenas,17.9583,-102.2,24.04,80,0,1.64,MX,1741487535
511,church hill,36.5223,-82.7135,4.56,69,70,1.01,US,1741487536
512,terbanggi besar,-4.8667,105.2333,26.97,80,100,3.94,ID,1741487537
513,murzuq,25.9155,13.9184,17.51,47,0,3.13,LY,1741487538
514,punta de bombon,-17.1717,-71.7931,21.48,82,100,2.34,PE,1741487539
515,murray bridge,-35.1167,139.2667,38.26,13,0,6.12,AU,1741487541
516,sao jose da coroa grande,-8.8978,-35.1478,25.29,85,38,2.73,BR,1741487542
517,vernon,50.2581,-119.2691,7.74,65,100,4.12,CA,1741487410
518,moussoro,13.6408,16.4901,24.52,19,30,4.75,TD,1741487544
519,ola,59.5833,151.2833,-21.22,57,1,1.95,RU,1741487546
520,tara,56.8944,74.371,-19.46,100,100,1.91,RU,1741487547
521,alofi,-19.0595,-169.9187,27.94,83,75,3.6,NU,1741487549
522,fredrikstad,59.2181,10.9298,4.27,92,100,2.57,NO,1741487550
523,ust-tsilma,65.441,52.1498,-13.9,94,95,3.98,RU,1741487551
524,kharp,66.8014,65.8081,-21.74,96,27,1.31,RU,1741487552
525,cooper's town,26.8667,-77.5167,21.88,74,0,0.91,BS,1741487553
526,canutama,-6.5339,-64.3831,21.99,99,100,0.97,BR,1741487554
527,casas grandes,30.3667,-107.95,7.64,34,12,4.16,MX,1741487556
528,rio grande,-32.035,-52.0986,24.27,83,75,8.44,BR,1741487339
529,choyr,46.3611,108.3611,3.1,32,33,11.42,MN,1741487558
530,lubango,-14.9172,13.4925,15.78,87,100,1.41,AO,1741487559
531,pangai,-19.8,-174.35,27.32,84,96,7.71,TO,1741487560
532,brokopondo,4.75,-55.1667,23.81,91,96,3.18,SR,1741487561
533,xianning,29.8833,114.2167,11.11,82,100,1.03,CN,1741487562
534,anna regina,7.2644,-58.5077,24.76,85,50,2.41,GY,1741487563
535,richards bay,-28.783,32.0377,21.08,93,0,2.81,ZA,1741487499
536,bonny,4.4522,7.1681,27.85,81,99,3.59,NG,1741487566
537,shingu,33.7333,135.9833,12.64,32,0,0.84,JP,1741487567
538,turtas,58.9417,69.1325,-14.42,96,94,2.59,RU,1741487568
539,sept-iles,50.2001,-66.3821,-6.71,72,100,8.23,CA,1741487275
540,oum hadjer,13.2954,19.6966,24.97,19,100,3.61,TD,1741487570
541,as sulayyil,20.4607,45.5779,21.59,41,1,3.37,SA,1741487571
542,riva del garda,45.8858,10.8412,12.24,60,89,2.35,IT,1741487572
543,bir el ater,34.7449,8.0602,10.66,56,52,2.59,DZ,1741487573
544,mareeba,-17.0,145.4333,28.27,76,62,2.57,AU,1741487574
545,ascheberg,51.7833,7.6167,5.46,76,20,3.21,DE,1741487577
546,mananjary,-21.2167,48.3333,24.28,93,100,1.37,MG,1741487578
547,igrim,63.1906,64.4162,-23.47,100,94,1.46,RU,1741487579
548,dakhla,23.6848,-15.958,17.45,89,4,5.68,EH,1741487580
549,ulsteinvik,62.3432,5.8487,4.62,91,100,0.45,NO,1741487367
550,usogorsk,63.4106,48.6872,-5.57,94,100,4.77,RU,1741487582
551,tamalous,36.8376,6.6402,13.31,65,69,3.14,DZ,1741487583
552,thunder bay,48.4001,-89.3168,-4.01,68,20,2.06,CA,1741487305
553,mount vernon,40.9126,-73.8371,3.8,41,0,7.72,US,1741487404
554,coahuayana de hidalgo,18.7,-103.6583,21.47,87,0,0.91,MX,1741487587
555,komsomol'sk,49.0097,33.6455,6.71,66,71,1.3,UA,1741487588
556,coari,-4.085,-63.1414,22.66,96,100,1.22,BR,1741487589
557,penzance,50.1186,-5.5371,10.98,88,76,10.02,GB,1741487590
558,carrigaline,51.8117,-8.3986,10.94,93,75,6.17,IE,1741487591
559,jumla,29.2747,82.1838,8.33,49,5,1.46,NP,1741487592
560,terekli-mekteb,44.1671,45.8698,2.29,82,16,4.22,RU,1741487593
561,karratha,-20.7377,116.8463,35.55,33,0,5.88,AU,1741487594
562,kandalaksha,67.162,32.4123,-8.38,96,100,1.79,RU,1741487522
563,cidreira,-30.1811,-50.2056,23.85,92,21,3.49,BR,1741487597
564,jilib,0.4883,42.7854,24.63,91,48,2.29,SO,1741487598
565,beroroha,-21.6667,45.1667,26.14,70,100,3.96,MG,1741487599
566,langtoucun,40.0261,124.3286,7.88,47,0,4.33,CN,1741487600
567,amahai,-3.3333,128.9167,29.44,66,84,2.13,ID,1741487601
568,puerto penasco,31.3167,-113.5333,18.28,46,0,0.89,MX,1741487601
569,pasuquin,18.3328,120.6177,31.04,62,40,6.69,PH,1741487603
570,fale old settlement,-9.3852,-171.2468,25.77,81,100,3.81,TK,1741487605
571,newnham,-41.3833,147.1333,25.53,57,100,5.14,AU,1741487606
572,kanazawa,36.5944,136.6256,8.0,49,26,3.51,JP,1741487607
573,ghat,24.9647,10.1728,19.61,40,1,1.82,LY,1741487608
574,kattivakkam,13.2167,80.3167,27.29,63,13,2.31,IN,1741487609
575,meulaboh,4.1363,96.1285,28.08,76,100,3.63,ID,1741487610
576,mawu,34.4307,104.9176,4.06,61,74,2.31,CN,1741487611
577,alotau,-10.3069,150.4462,32.26,58,87,3.25,PG,1741487613
578,trondheim,63.4305,10.3951,1.66,88,100,4.31,NO,1741487614
579,mont-laurier,46.5501,-75.4993,-11.41,95,99,1.9,CA,1741487615
580,taunggyi,20.7833,97.0333,24.78,36,0,4.57,MM,1741487616
581,eenhana,-17.4667,16.3333,18.88,93,100,3.03,NA,1741487617
582,kiama,-34.6833,150.8667,26.99,77,58,4.47,AU,1741487618
583,bamboo flat,11.7,92.7167,29.05,79,75,2.57,IN,1741487619
584,cill airne,52.05,-9.5167,8.02,97,100,2.32,IE,1741487620
585,itupiranga,-5.1347,-49.3267,23.1,97,100,0.55,BR,1741487621
586,sabha,27.0377,14.4283,17.14,40,0,3.21,LY,1741487622
587,bubaque,11.2833,-15.8333,24.46,66,80,6.95,GW,1741487624
588,tandil,-37.3217,-59.1332,14.11,67,45,3.49,AR,1741487408
589,baganga,7.5739,126.56,27.49,81,99,1.56,PH,1741487626
590,mata-utu,-13.2816,-176.1745,27.75,76,26,4.46,WF,1741487627
591,kraaifontein,-33.8478,18.7161,18.66,92,20,1.54,ZA,1741487628
592,kapoeta,4.7717,33.5903,27.0,50,53,3.81,SS,1741487629
593,kourou,5.1552,-52.6478,23.82,92,96,2.2,GF,1741487630
594,khorugh,37.4897,71.553,-8.52,80,100,0.33,TJ,1741487631
595,pangkalpinang,-2.1333,106.1333,26.52,82,100,1.98,ID,1741487632
